Year,Production,State,Mineral Type,Gold(t),Production(normalised)
1978,224000.0,TAS,Coal,,0.000245861
1950,225908.6,TAS,Coal,,0.000247956
1952,227368.6,WA,Iron Ore,,0.000249558
1997,228492.1,WA,Gold,251.9207694,0.039944052
1886,232314.5,QLD,Coal,,0.000254987
1886,232314.5,VIC,Coal,,0.000254987
1878,233910.5,NT,Coal,,0.000256738
1980,234000.0,TAS,Coal,,0.000256837
1979,237000.0,TAS,Coal,,0.000260129
1953,237367.1,TAS,Coal,,0.000260532
1951,240678.2,TAS,Coal,,0.000264167
1915,241173.0,SA,Iron Ore,,0.00026471
1887,242634.0,QLD,Coal,,0.000266313
1887,242634.0,VIC,Coal,,0.000266313
1948,243295.4,SA,Coal,,0.000267039
1864,446813.2,WA,Gold,492.6275309,0.078110032
1879,249498.8,NT,Coal,,0.000273848
1952,251865.4,TAS,Coal,,0.000276445
1911,253897.4,WA,Coal,,0.000278676
1961,259921.2,TAS,Coal,,0.000285288
1918,261141.5,SA,Iron Ore,,0.000286627
1950,265518.4,SA,Coal,,0.000291431
1865,458737.4,WA,Gold,505.7744758,0.080194586
1910,266360.7,WA,Coal,,0.000292355
1954,268429.2,TAS,Coal,,0.000294626
1893,268633.4,QLD,Coal,,0.00029485
1893,268633.4,VIC,Coal,,0.00029485
1880,269137.1,NT,Coal,,0.000295403
1892,269327.4,QLD,Coal,,0.000295612
1892,269327.4,VIC,Coal,,0.000295612
1889,269755.1,QLD,Coal,,0.000296081
1889,269755.1,VIC,Coal,,0.000296081
1957,272430.2,TAS,Coal,,0.000299017
1919,272826.5,SA,Iron Ore,,0.000299452
1894,275036.3,QLD,Coal,,0.000301878
1894,275036.3,VIC,Coal,,0.000301878
1891,275948.6,QLD,Coal,,0.000302879
1891,275948.6,VIC,Coal,,0.000302879
1962,276699.5,TAS,Coal,,0.000303703
1958,280688.3,TAS,Coal,,0.000308081
1866,282756.8,TAS,Iron Ore,,0.000310352
1866,489432.9,WA,Gold,539.6173235,0.08556064
1881,288875.5,NT,Coal,,0.000317067
1915,291252.7,WA,Coal,,0.000319677
1931,293805.9,SA,Iron Ore,,0.000322479
2020,297363.6,NT,Coal,,0.000326384
2019,298813.3,NT,Coal,,0.000327975
1912,299800.3,WA,Coal,,0.000329058
1960,302432.7,TAS,Coal,,0.000331948
1956,303492.4,TAS,Coal,,0.000333111
1955,304008.5,TAS,Coal,,0.000333677
1959,304157.9,TAS,Coal,,0.000333841
2021,304390.2,NT,Coal,,0.000334096
1944,305166.8,NSW,Iron Ore,,0.000334949
1916,306350.4,WA,Coal,,0.000336248
1882,307467.0,NT,Coal,,0.000337473
2018,309023.1,NT,Coal,,0.000339181
1873,309235.6,NT,Coal,,0.000339415
1867,514260.9,WA,Gold,566.9911014,0.089900971
1859,313144.4,NSW,Coal,,0.000343705
1888,316394.6,QLD,Coal,,0.000347272
1888,316394.6,VIC,Coal,,0.000347272
1913,318839.1,WA,Coal,,0.000349955
1967,318859.4,NT,Iron Ore,,0.000349978
1883,323660.8,NT,Coal,,0.000355248
1914,324317.4,WA,Coal,,0.000355968
1895,328237.1,QLD,Coal,,0.00036027
1895,328237.1,VIC,Coal,,0.00036027
2017,328253.5,NT,Coal,,0.000360289
1917,331774.8,WA,Coal,,0.000364153
1868,528951.3,WA,Gold,583.1878014,0.092469087
1917,333640.2,SA,Iron Ore,,0.000366201
2007,338500.0,NT,Iron Ore,,0.000371535
1884,340364.5,NT,Coal,,0.000373581
1956,342280.2,WA,Iron Ore,,0.000375684
1918,342431.6,WA,Coal,,0.00037585
1890,343757.5,QLD,Coal,,0.000377306
1890,343757.5,VIC,Coal,,0.000377306
1852,532476.1,NT,Gold,587.073968,0.09308527
1981,346000.0,TAS,Coal,,0.000379767
1861,347540.1,NSW,Coal,,0.000381457
1949,350152.2,SA,Coal,,0.000384324
1869,541530.7,WA,Gold,597.057033,0.094668165
1885,356035.6,NT,Coal,,0.000390782
2016,356323.6,NT,Coal,,0.000391098
1897,364141.5,QLD,Coal,,0.000399679
1897,364141.5,VIC,Coal,,0.000399679
1886,371605.3,NT,Coal,,0.000407871
1860,374763.8,NSW,Coal,,0.000411338
1870,555701.8,WA,Gold,612.681181,0.097145498
1896,377332.2,QLD,Coal,,0.000414157
1896,377332.2,VIC,Coal,,0.000414157
1942,383769.6,NSW,Iron Ore,,0.000421223
1887,385909.3,NT,Coal,,0.000423571
1867,389595.7,TAS,Iron Ore,,0.000427617
1923,390584.9,SA,Iron Ore,,0.000428703
2015,393476.1,NT,Coal,,0.000431876
1951,394515.8,SA,Coal,,0.000433018
1871,571901.2,WA,Gold,630.5415296,0.099977399
1888,402555.0,NT,Coal,,0.000441841
1919,408140.4,WA,Coal,,0.000447972
1898,414460.9,QLD,Coal,,0.000454909
1898,414460.9,VIC,Coal,,0.000454909
1889,417474.7,NT,Coal,,0.000458217
1920,419646.6,SA,Iron Ore,,0.000460601
1872,578648.3,WA,Gold,637.9804443,0.101156899
1932,422370.5,WA,Coal,,0.000463591
1957,422895.8,WA,Iron Ore,,0.000464167
1952,424211.5,SA,Coal,,0.000465611
1923,427445.4,WA,Coal,,0.000469161
1924,428613.8,WA,Coal,,0.000470443
1890,428687.0,NT,Coal,,0.000470523
1891,435451.7,NT,Coal,,0.000477948
1931,439318.4,WA,Coal,,0.000482192
2014,439854.2,NT,Coal,,0.000482781
1863,440831.2,NSW,Coal,,0.000483853
1872,442119.1,NT,Coal,,0.000485266
1873,597920.9,WA,Gold,659.2292553,0.104526067
1892,443164.6,NT,Coal,,0.000486414
1925,444460.4,WA,Coal,,0.000487836
1922,445458.1,WA,Coal,,0.000488931
1893,452540.0,NT,Coal,,0.000496704
1953,455659.7,SA,Coal,,0.000500129
1984,458000.0,TAS,Coal,,0.000502697
2012,461419.4,TAS,Coal,,0.00050645
1955,462571.6,SA,Coal,,0.000507715
1894,462926.7,NT,Coal,,0.000508105
1874,614549.4,WA,Gold,677.5627606,0.107432991
1933,465733.4,WA,Coal,,0.000511185
1943,467263.5,NSW,Iron Ore,,0.000512865
1920,469413.3,WA,Coal,,0.000515224
1983,473000.0,TAS,Coal,,0.000519161
1895,474888.6,NT,Coal,,0.000521234
2011,475652.8,TAS,Coal,,0.000522073
1921,476318.1,WA,Coal,,0.000522803
1926,482416.1,WA,Coal,,0.000529496
2003,482748.6,TAS,Coal,,0.000529861
1862,484146.4,NSW,Coal,,0.000531395
1896,484651.8,NT,Coal,,0.00053195
1875,636696.2,WA,Gold,701.9803734,0.111304599
1956,489166.4,SA,Coal,,0.000536905
1897,490119.7,NT,Coal,,0.000537952
2013,495634.4,NT,Coal,,0.000544004
1898,498246.2,NT,Coal,,0.000546871
1868,499219.0,TAS,Iron Ore,,0.000547939
2013,500533.3,TAS,Coal,,0.000549381
2014,500533.3,TAS,Coal,,0.000549381
2015,500533.3,TAS,Coal,,0.000549381
2016,500533.3,TAS,Coal,,0.000549381
2017,500533.3,TAS,Coal,,0.000549381
2018,500533.3,TAS,Coal,,0.000549381
2019,500533.3,TAS,Coal,,0.000549381
2020,500533.3,TAS,Coal,,0.000549381
2021,500533.3,TAS,Coal,,0.000549381
1899,501913.1,QLD,Coal,,0.000550896
1899,501913.1,VIC,Coal,,0.000550896
1954,503027.7,SA,Coal,,0.000552119
2001,504000.0,TAS,Coal,,0.000553186
1900,505086.1,QLD,Coal,,0.000554379
1900,505086.1,VIC,Coal,,0.000554379
1899,505363.7,NT,Coal,,0.000554683
1934,508348.5,WA,Coal,,0.000557959
2000,508500.0,TAS,Coal,,0.000558126
1992,509000.0,TAS,Coal,,0.000558674
1930,509447.8,WA,Coal,,0.000559166
1927,509529.1,WA,Coal,,0.000559255
1876,699831.6,WA,Gold,771.589439,0.122341673
1902,509555.5,QLD,Coal,,0.000559284
1902,509555.5,VIC,Coal,,0.000559284
2004,510335.4,TAS,Coal,,0.00056014
1900,512458.5,NT,Coal,,0.00056247
1982,515000.0,TAS,Coal,,0.00056526
1921,515104.9,SA,Iron Ore,,0.000565375
1903,515925.8,QLD,Coal,,0.000566276
1903,515925.8,VIC,Coal,,0.000566276
2002,519736.1,TAS,Coal,,0.000570458
1904,520207.2,QLD,Coal,,0.000570975
1904,520207.2,VIC,Coal,,0.000570975
1901,520509.4,NT,Coal,,0.000571307
2010,523139.6,TAS,Coal,,0.000574194
1993,523500.0,TAS,Coal,,0.00057459
2009,525413.9,TAS,Coal,,0.00057669
1985,526000.0,TAS,Coal,,0.000577333
1902,529098.5,NT,Coal,,0.000580734
1877,744725.9,WA,Gold,821.0869752,0.130189903
1903,532488.8,NT,Coal,,0.000584456
1904,535884.4,NT,Coal,,0.000588183
1905,536777.5,NT,Coal,,0.000589163
1928,536874.7,WA,Coal,,0.00058927
1955,537088.1,WA,Iron Ore,,0.000589504
1905,537795.2,QLD,Coal,,0.00059028
1905,537795.2,VIC,Coal,,0.00059028
1943,540050.7,WA,Coal,,0.000592755
1906,542608.6,NT,Coal,,0.000595563
1935,545783.0,WA,Coal,,0.000599047
1932,546534.8,SA,Iron Ore,,0.000599872
1940,548057.8,WA,Coal,,0.000601544
1901,548103.6,QLD,Coal,,0.000601594
1901,548103.6,VIC,Coal,,0.000601594
1945,552056.8,WA,Coal,,0.000605933
1991,553000.0,TAS,Coal,,0.000606968
1929,553434.5,WA,Coal,,0.000607445
1878,791802.8,WA,Gold,872.9909888,0.138419699
1986,555000.0,TAS,Coal,,0.000609164
1907,556299.6,NT,Coal,,0.00061059
1864,557796.2,NSW,Coal,,0.000612233
1918,558093.1,SA,Coal,,0.000612559
2012,560760.5,NT,Coal,,0.000615486
1999,561500.0,TAS,Coal,,0.000616298
1937,562366.2,WA,Coal,,0.000617249
1941,565479.2,WA,Coal,,0.000620666
2005,565579.9,TAS,Coal,,0.000620776
1939,566455.6,WA,Coal,,0.000621737
1997,567000.0,TAS,Coal,,0.000622335
1944,567255.2,WA,Coal,,0.000622615
1996,569000.0,TAS,Coal,,0.00062453
2008,569929.9,TAS,Coal,,0.000625551
2006,570441.7,TAS,Coal,,0.000626112
1936,574116.2,WA,Coal,,0.000630145
1908,574261.1,NT,Coal,,0.000630305
1998,576000.0,TAS,Coal,,0.000632213
1871,576122.6,NT,Coal,,0.000632348
1879,853370.8,WA,Gold,940.8719186,0.149182763
1958,582094.8,WA,Iron Ore,,0.000638903
1919,583384.8,SA,Coal,,0.000640319
1920,583384.8,SA,Coal,,0.000640319
1921,583384.8,SA,Coal,,0.000640319
1922,583384.8,SA,Coal,,0.000640319
1923,583384.8,SA,Coal,,0.000640319
1924,583384.8,SA,Coal,,0.000640319
1925,583384.8,SA,Coal,,0.000640319
1926,583384.8,SA,Coal,,0.000640319
1927,583384.8,SA,Coal,,0.000640319
1928,583384.8,SA,Coal,,0.000640319
1929,583384.8,SA,Coal,,0.000640319
1930,583384.8,SA,Coal,,0.000640319
1931,583384.8,SA,Coal,,0.000640319
1932,583384.8,SA,Coal,,0.000640319
1933,583384.8,SA,Coal,,0.000640319
1934,583384.8,SA,Coal,,0.000640319
1935,583384.8,SA,Coal,,0.000640319
1936,583384.8,SA,Coal,,0.000640319
1937,583384.8,SA,Coal,,0.000640319
1938,583384.8,SA,Coal,,0.000640319
1939,583384.8,SA,Coal,,0.000640319
1940,583384.8,SA,Coal,,0.000640319
1941,583384.8,SA,Coal,,0.000640319
2007,585340.3,TAS,Coal,,0.000642465
1924,589592.9,SA,Iron Ore,,0.000647133
1989,589943.0,TAS,Coal,,0.000647517
1942,590474.8,WA,Coal,,0.000648101
1994,592500.0,TAS,Coal,,0.000650323
1926,593084.9,SA,Iron Ore,,0.000650965
1909,594274.8,NT,Coal,,0.000652271
1865,594893.4,NSW,Coal,,0.00065295
1925,596038.4,SA,Iron Ore,,0.000654207
1885,944175.5,WA,Gold,1040.987271,0.165056852
1884,947093.7,WA,Gold,1044.204781,0.165567014
1883,949997.8,WA,Gold,1047.406575,0.166074684
1995,598000.0,TAS,Coal,,0.00065636
1882,955788.0,WA,Gold,1053.790531,0.167086911
1869,598184.9,TAS,Iron Ore,,0.000656563
1881,961534.9,WA,Gold,1060.126627,0.16809155
1880,964390.2,WA,Gold,1063.274801,0.168590718
1990,612000.0,TAS,Coal,,0.000671726
1938,614468.7,WA,Coal,,0.000674436
1910,615548.3,NT,Coal,,0.000675621
1906,616480.4,QLD,Coal,,0.000676644
1906,616480.4,VIC,Coal,,0.000676644
1957,618655.6,SA,Coal,,0.000679032
1987,621000.0,TAS,Coal,,0.000681605
1928,628209.1,SA,Iron Ore,,0.000689517
2011,635452.4,NT,Coal,,0.000697468
1911,636354.3,NT,Coal,,0.000698457
1988,648000.0,TAS,Coal,,0.00071124
1946,652563.6,WA,Coal,,0.000716249
1912,653881.6,NT,Coal,,0.000717695
1954,662171.9,WA,Iron Ore,,0.000726795
1913,673072.5,NT,Coal,,0.000738759
1853,1000849.4,NT,Gold,1103.472341,0.174964359
1870,691598.4,TAS,Iron Ore,,0.000759093
1907,694204.4,QLD,Coal,,0.000761953
1907,694204.4,VIC,Coal,,0.000761953
1914,700853.1,NT,Coal,,0.000769251
1959,701420.0,SA,Coal,,0.000769873
1908,707473.3,QLD,Coal,,0.000776517
1908,707473.3,VIC,Coal,,0.000776517
1974,710000.0,NT,Iron Ore,,0.00077929
1870,712826.2,NT,Coal,,0.000782392
1953,718701.1,WA,Iron Ore,,0.000788841
1915,718722.8,NT,Coal,,0.000788865
2010,719738.3,NT,Coal,,0.000789979
1933,732724.0,SA,Iron Ore,,0.000804232
1927,733983.8,SA,Iron Ore,,0.000805615
1916,735007.0,NT,Coal,,0.000806738
1959,738717.3,WA,Iron Ore,,0.00081081
1947,742194.1,WA,Coal,,0.000814626
1948,744665.0,WA,Coal,,0.000817339
1917,752890.6,NT,Coal,,0.000826367
1949,762603.5,WA,Coal,,0.000837028
1958,767102.4,SA,Coal,,0.000841966
1909,768682.2,QLD,Coal,,0.0008437
1909,768682.2,VIC,Coal,,0.0008437
1918,771675.1,NT,Coal,,0.000846985
1961,777991.8,WA,Coal,,0.000853918
1867,782332.2,NSW,Coal,,0.000858682
1866,786625.8,NSW,Coal,,0.000863394
1919,791413.0,NT,Coal,,0.000868649
1871,792576.4,TAS,Iron Ore,,0.000869926
2009,813630.2,NT,Coal,,0.000893034
1920,814771.8,NT,Coal,,0.000894287
1921,827168.1,NT,Coal,,0.000907893
1950,827381.6,WA,Coal,,0.000908128
1973,839000.0,NT,Iron Ore,,0.00092088
1968,840415.9,NT,Iron Ore,,0.000922434
1956,843287.1,WA,Coal,,0.000925585
1952,843748.4,WA,Coal,,0.000926092
1869,848796.7,NT,Coal,,0.000931633
1922,849624.6,NT,Coal,,0.000932541
1957,852079.6,WA,Coal,,0.000935236
1931,854768.9,QLD,Coal,,0.000938188
1931,854768.9,VIC,Coal,,0.000938188
1932,855178.4,QLD,Coal,,0.000938637
1932,855178.4,VIC,Coal,,0.000938637
1851,860552.7,NT,Iron Ore,,0.000944536
1929,861378.0,SA,Iron Ore,,0.000945442
1951,862050.6,WA,Coal,,0.00094618
1923,865175.9,NT,Coal,,0.00094961
1924,880530.3,NT,Coal,,0.000966463
1870,882461.0,NSW,Coal,,0.000968582
1958,884816.1,WA,Coal,,0.000971167
1910,885104.7,QLD,Coal,,0.000971484
1910,885104.7,VIC,Coal,,0.000971484
1872,885272.5,TAS,Iron Ore,,0.000971668
1933,889576.1,QLD,Coal,,0.000976392
1933,889576.1,VIC,Coal,,0.000976392
1925,896117.1,NT,Coal,,0.000983571
1960,898976.1,SA,Coal,,0.000986709
1953,900360.9,WA,Coal,,0.000988229
1852,905210.9,WA,Iron Ore,,0.000993552
1911,905833.1,QLD,Coal,,0.000994235
1911,905833.1,VIC,Coal,,0.000994235
1871,913164.5,NSW,Coal,,0.001002282
1926,914674.1,NT,Coal,,0.001003939
1912,916600.7,QLD,Coal,,0.001006054
1912,916600.7,VIC,Coal,,0.001006054
2008,916863.7,NT,Coal,,0.001006342
1963,916934.9,WA,Coal,,0.001006421
1955,918252.7,WA,Coal,,0.001007867
1969,922146.0,NT,Iron Ore,,0.00101214
1916,922250.6,QLD,Coal,,0.001012255
1916,922250.6,VIC,Coal,,0.001012255
1959,926018.0,WA,Coal,,0.00101639
1851,926476.1,SA,Iron Ore,,0.001016893
1927,929483.7,NT,Coal,,0.001020194
1962,933817.8,WA,Coal,,0.001024951
1869,934490.4,NSW,Coal,,0.001025689
1870,937034.3,SA,Iron Ore,,0.001028482
1960,937151.3,WA,Coal,,0.00102861
1972,940000.0,NT,Iron Ore,,0.001031737
1930,943246.3,SA,Iron Ore,,0.0010353
1960,943318.4,WA,Iron Ore,,0.001035379
1928,943761.7,NT,Coal,,0.001035866
1919,946537.1,QLD,Coal,,0.001038912
1919,946537.1,VIC,Coal,,0.001038912
1851,957013.3,TAS,Iron Ore,,0.00105041
1929,959304.7,NT,Coal,,0.001052925
1868,969498.7,NSW,Coal,,0.001064114
1921,970039.2,QLD,Coal,,0.001064707
1921,970039.2,VIC,Coal,,0.001064707
1934,971862.9,QLD,Coal,,0.001066709
1934,971862.9,VIC,Coal,,0.001066709
1852,972799.7,SA,Iron Ore,,0.001067737
1853,972799.7,SA,Iron Ore,,0.001067737
1922,973855.3,QLD,Coal,,0.001068896
1922,973855.3,VIC,Coal,,0.001068896
1930,977930.5,NT,Coal,,0.001073369
1873,980146.3,TAS,Iron Ore,,0.001075801
1931,987069.5,NT,Coal,,0.0010834
1868,987627.7,NT,Coal,,0.001084013
1918,998924.1,QLD,Coal,,0.001096411
1918,998924.1,VIC,Coal,,0.001096411
1932,1001760.6,NT,Coal,,0.001099525
1964,1003218.7,WA,Coal,,0.001101125
1965,1009640.9,WA,Coal,,0.001108174
1856,1017309.8,SA,Iron Ore,,0.001116591
1862,1017309.8,SA,Iron Ore,,0.001116591
1855,1020796.8,SA,Iron Ore,,0.001120419
1933,1021037.8,NT,Coal,,0.001120683
1854,1024370.8,SA,Iron Ore,,0.001124341
1854,1452837.9,NT,Gold,1601.805885,0.253979126
1872,1028624.8,NSW,Coal,,0.001129011
2007,1029373.5,NT,Coal,,0.001129832
1954,1034636.5,WA,Coal,,0.001135609
1934,1038327.2,NT,Coal,,0.00113966
1915,1040661.4,QLD,Coal,,0.001142222
1915,1040661.4,VIC,Coal,,0.001142222
1859,1051289.6,SA,Iron Ore,,0.001153887
1913,1054551.1,QLD,Coal,,0.001157467
1913,1054551.1,VIC,Coal,,0.001157467
1852,1061462.2,NT,Iron Ore,,0.001165053
1936,1063629.1,QLD,Coal,,0.001167431
1936,1063629.1,VIC,Coal,,0.001167431
1917,1065248.6,QLD,Coal,,0.001169209
1917,1065248.6,VIC,Coal,,0.001169209
1935,1068809.6,QLD,Coal,,0.001173117
1935,1068809.6,VIC,Coal,,0.001173117
1914,1070853.8,QLD,Coal,,0.001175361
1914,1070853.8,VIC,Coal,,0.001175361
1858,1076588.7,SA,Iron Ore,,0.001181655
1864,1076588.7,SA,Iron Ore,,0.001181655
1923,1077632.6,QLD,Coal,,0.001182801
1923,1077632.6,VIC,Coal,,0.001182801
1966,1078072.5,WA,Coal,,0.001183284
1967,1079145.4,WA,Coal,,0.001184462
1874,1080425.1,TAS,Iron Ore,,0.001185866
1857,1085129.1,SA,Iron Ore,,0.001191029
1863,1085129.1,SA,Iron Ore,,0.001191029
1928,1093561.4,QLD,Coal,,0.001200285
1928,1093561.4,VIC,Coal,,0.001200285
1968,1104777.1,WA,Coal,,0.001212595
1971,1106000.0,NT,Iron Ore,,0.001213937
1969,1107978.5,WA,Coal,,0.001216109
1935,1110632.2,NT,Coal,,0.001219021
1930,1112190.8,QLD,Coal,,0.001220732
1930,1112190.8,VIC,Coal,,0.001220732
1927,1116624.6,QLD,Coal,,0.001225598
1927,1116624.6,VIC,Coal,,0.001225598
1920,1127671.6,QLD,Coal,,0.001237724
1920,1127671.6,VIC,Coal,,0.001237724
1867,1128792.9,NT,Coal,,0.001238954
1938,1131240.8,QLD,Coal,,0.001241641
1938,1131240.8,VIC,Coal,,0.001241641
1961,1132998.5,SA,Coal,,0.00124357
1937,1138101.9,QLD,Coal,,0.001249172
1937,1138101.9,VIC,Coal,,0.001249172
1924,1141086.9,QLD,Coal,,0.001252448
1924,1141086.9,VIC,Coal,,0.001252448
1974,1146000.0,WA,Coal,,0.001257841
2008,1148390.0,NT,Iron Ore,,0.001260464
2006,1151118.7,NT,Coal,,0.001263459
1972,1168000.0,WA,Coal,,0.001281988
1973,1171000.0,WA,Coal,,0.00128528
1875,1177137.1,TAS,Iron Ore,,0.001292017
1936,1189631.1,NT,Coal,,0.00130573
1971,1190000.0,WA,Coal,,0.001306135
1925,1196007.8,QLD,Coal,,0.001312729
1925,1196007.8,VIC,Coal,,0.001312729
1853,1197177.3,NT,Iron Ore,,0.001314012
1866,1204695.1,SA,Iron Ore,,0.001322264
1873,1204695.1,SA,Iron Ore,,0.001322264
1970,1208000.0,NT,Iron Ore,,0.001325891
1873,1211947.8,NSW,Coal,,0.001330224
1970,1217000.0,WA,Coal,,0.00133577
1926,1240595.9,QLD,Coal,,0.001361668
1926,1240595.9,VIC,Coal,,0.001361668
1934,1264142.8,SA,Iron Ore,,0.001387513
1866,1271922.7,NT,Coal,,0.001396052
1937,1273210.4,NT,Coal,,0.001397466
1876,1278448.8,TAS,Iron Ore,,0.001403215
2005,1282461.8,NT,Coal,,0.00140762
1940,1305893.2,QLD,Coal,,0.001433338
1940,1305893.2,VIC,Coal,,0.001433338
1854,1322676.0,NT,Iron Ore,,0.001451759
1984,1325000.0,SA,Coal,,0.00145431
1874,1325485.8,NSW,Coal,,0.001454843
1939,1338567.8,QLD,Coal,,0.001469202
1939,1338567.8,VIC,Coal,,0.001469202
1876,1341036.7,NSW,Coal,,0.001471911
1875,1351004.7,NSW,Coal,,0.001482852
1963,1354468.2,WA,Iron Ore,,0.001486654
1991,1363057.0,TAS,Iron Ore,,0.001496081
1855,1710900.4,NT,Gold,1886.329035,0.299092545
1938,1368858.0,NT,Coal,,0.001502448
1877,1373469.1,TAS,Iron Ore,,0.001507509
1964,1379438.4,WA,Iron Ore,,0.001514061
1983,1380000.0,SA,Coal,,0.001514677
1961,1381300.8,WA,Iron Ore,,0.001516105
1929,1390644.9,QLD,Coal,,0.001526361
1929,1390644.9,VIC,Coal,,0.001526361
2018,1396107.4,TAS,Iron Ore,,0.001532357
1867,1405476.5,SA,Iron Ore,,0.00154264
1869,1405476.5,SA,Iron Ore,,0.00154264
1855,1412443.1,NT,Iron Ore,,0.001550286
1962,1414358.4,SA,Coal,,0.001552389
1865,1414611.4,NT,Coal,,0.001552666
2004,1423707.9,NT,Coal,,0.001562651
1992,1436718.0,TAS,Iron Ore,,0.00157693
1962,1453644.0,WA,Iron Ore,,0.001595508
1982,1464000.0,SA,Coal,,0.001606875
1877,1467379.3,NSW,Coal,,0.001610584
1949,1470894.7,SA,Iron Ore,,0.001614443
1878,1474680.7,TAS,Iron Ore,,0.001618598
1939,1474809.9,NT,Coal,,0.00161874
1941,1477288.4,QLD,Coal,,0.00162146
1941,1477288.4,VIC,Coal,,0.00162146
1880,1489638.9,NSW,Coal,,0.001635016
1971,1492000.0,SA,Coal,,0.001637608
2014,1500000.0,NT,Iron Ore,,0.001646388
1983,1505931.0,SA,Iron Ore,,0.001652898
1973,1510000.0,SA,Coal,,0.001657364
1856,1514960.1,NT,Iron Ore,,0.001662808
1963,1535906.5,SA,Coal,,0.001685799
1945,1543907.5,SA,Iron Ore,,0.001694581
2003,1557156.4,NT,Coal,,0.001709123
1864,1558638.3,NT,Coal,,0.001710749
1879,1566401.3,TAS,Iron Ore,,0.00171927
1994,1573085.0,TAS,Iron Ore,,0.001726606
1981,1577000.0,SA,Coal,,0.001730903
1978,1585000.0,SA,Coal,,0.001739684
1993,1590129.0,TAS,Iron Ore,,0.001745313
1946,1592600.3,QLD,Coal,,0.001748026
1946,1592600.3,VIC,Coal,,0.001748026
1878,1600705.0,NSW,Coal,,0.001756921
1972,1602000.0,SA,Coal,,0.001758343
1940,1606401.9,NT,Coal,,0.001763174
1879,1608715.1,NSW,Coal,,0.001765713
1857,1638227.1,NT,Iron Ore,,0.001798105
1945,1660901.9,QLD,Coal,,0.001822993
1945,1660901.9,VIC,Coal,,0.001822993
1942,1663342.4,QLD,Coal,,0.001825672
1942,1663342.4,VIC,Coal,,0.001825672
1974,1671000.0,SA,Coal,,0.001834077
1979,1674000.0,SA,Coal,,0.001837369
1880,1679115.4,TAS,Iron Ore,,0.001842984
1851,1680393.5,SA,Coal,,0.001844387
2002,1682788.1,NT,Coal,,0.001847015
1944,1686229.8,QLD,Coal,,0.001850793
1944,1686229.8,VIC,Coal,,0.001850793
1868,1686541.9,SA,Iron Ore,,0.001851135
1863,1701996.7,NT,Coal,,0.001868098
1852,1702699.7,SA,Coal,,0.00186887
1995,1703541.0,TAS,Iron Ore,,0.001869793
1856,1796309.2,NT,Gold,1980.495259,0.314023353
1853,1706805.1,SA,Coal,,0.001873376
1854,1711009.2,SA,Coal,,0.00187799
1855,1715213.2,SA,Coal,,0.001882605
1996,1717134.0,TAS,Iron Ore,,0.001884713
1980,1719000.0,SA,Coal,,0.001886761
1856,1719417.2,SA,Coal,,0.001887219
1857,1723621.2,SA,Coal,,0.001891833
1985,1726304.0,SA,Iron Ore,,0.001894778
1943,1726713.3,QLD,Coal,,0.001895227
1943,1726713.3,VIC,Coal,,0.001895227
1858,1727825.3,SA,Coal,,0.001896448
1859,1732029.3,SA,Coal,,0.001901062
1860,1736233.3,SA,Coal,,0.001905676
1873,1736577.1,NT,Iron Ore,,0.001906054
1874,1736577.1,NT,Iron Ore,,0.001906054
1875,1736577.1,NT,Iron Ore,,0.001906054
1876,1736577.1,NT,Iron Ore,,0.001906054
1877,1736577.1,NT,Iron Ore,,0.001906054
1878,1736577.1,NT,Iron Ore,,0.001906054
1879,1736577.1,NT,Iron Ore,,0.001906054
1880,1736577.1,NT,Iron Ore,,0.001906054
1881,1736577.1,NT,Iron Ore,,0.001906054
1882,1736577.1,NT,Iron Ore,,0.001906054
1883,1736577.1,NT,Iron Ore,,0.001906054
1884,1736577.1,NT,Iron Ore,,0.001906054
1885,1736577.1,NT,Iron Ore,,0.001906054
1886,1736577.1,NT,Iron Ore,,0.001906054
1887,1736577.1,NT,Iron Ore,,0.001906054
1888,1736577.1,NT,Iron Ore,,0.001906054
1889,1736577.1,NT,Iron Ore,,0.001906054
1890,1736577.1,NT,Iron Ore,,0.001906054
1891,1736577.1,NT,Iron Ore,,0.001906054
1892,1736577.1,NT,Iron Ore,,0.001906054
1893,1736577.1,NT,Iron Ore,,0.001906054
1894,1736577.1,NT,Iron Ore,,0.001906054
1895,1736577.1,NT,Iron Ore,,0.001906054
1896,1736577.1,NT,Iron Ore,,0.001906054
1897,1736577.1,NT,Iron Ore,,0.001906054
1898,1736577.1,NT,Iron Ore,,0.001906054
1899,1736577.1,NT,Iron Ore,,0.001906054
1900,1736577.1,NT,Iron Ore,,0.001906054
1901,1736577.1,NT,Iron Ore,,0.001906054
1902,1736577.1,NT,Iron Ore,,0.001906054
1903,1736577.1,NT,Iron Ore,,0.001906054
1904,1736577.1,NT,Iron Ore,,0.001906054
1905,1736577.1,NT,Iron Ore,,0.001906054
1906,1736577.1,NT,Iron Ore,,0.001906054
1907,1736577.1,NT,Iron Ore,,0.001906054
1908,1736577.1,NT,Iron Ore,,0.001906054
1909,1736577.1,NT,Iron Ore,,0.001906054
1910,1736577.1,NT,Iron Ore,,0.001906054
1911,1736577.1,NT,Iron Ore,,0.001906054
1912,1736577.1,NT,Iron Ore,,0.001906054
1913,1736577.1,NT,Iron Ore,,0.001906054
1914,1736577.1,NT,Iron Ore,,0.001906054
